canonical_facility_id,location_id,source_system,source_facility_id,source_record_type,official_name,display_name,normalized_name,operator_name,address_street1,address_street1_normalized,city,state,postal_code,borough_code,borough_name,geography_id,neighborhood_name,neighborhood_code,community_board,council_district,census_tract,boro_block_lot,bin,latitude,longitude,coordinate_source,coordinate_confidence,facility_type,facility_grouping,high_level_category,category,organization_name_type,observation_count,latest_inspection_date,latest_inspection_type,latest_violations_all,latest_violations_phh,latest_violations_critical,latest_violations_general,alternate_names,normalized_crosswalk_names,normalized_address_variants,preferred_keys
nyc-facility-40000002,nyc-loc-40000002,nyc-pool-inspection-tableau,40000002,Outdoor,ROBERTO CLEMENTE STATE PARK,ROBERTO CLEMENTE STATE PARK,roberto clemente state park,,301 WEST TREMONT AVENUE,301 w tremont ave,New York,NY,10453,BX,Bronx,bronx,,BX36,205,16,24700,2028820216,2009254,40.853573,-73.919459,tableau-hyper:Lat/Long,high,outdoor,ROBERTO CLEMENTE STATE PARK,Public - NYS Parks,NYS Parks,,2,2022-08-02,Routine Inspection,2,0,1,1,ROBERTO CLEMENTE STATE PARK,roberto clemente state park,301 w tremont ave|w tremont ave,source_id:40000002|source:accela:40000002|location_id:nyc-loc-40000002|bin:2009254|bbl:2028820216|name:roberto clemente state park|name_zip:roberto clemente state park|10453|name_geo:roberto clemente state park|bronx|name_address_zip:roberto clemente state park|301 w tremont ave|10453|name_address_zip:roberto clemente state park|w tremont ave|10453|address_zip:301 w tremont ave|10453|address_geo:301 w tremont ave|bronx|address_zip:w tremont ave|10453|address_geo:w tremont ave|bronx
nyc-facility-40000005,nyc-loc-40000005,nyc-pool-inspection-tableau,40000005,Indoor,SUNY MARITIME (STATE FACILITY),SUNY MARITIME,suny maritime state facility,,6 PENNYFIELD AVENUE,6 pennyfield ave,New York,NY,10465,BX,Bronx,bronx,Schuylerville-Throgs Neck-Edgewater Park,BX52,210,13,11800,2055300050,2100430,40.809103,-73.80125,tableau-hyper:Lat/Long,high,indoor,SUNY MARITIME (STATE FACILITY),University - Public/Private,SUNY,,1,2019-09-18,Routine Inspection,2,0,1,1,SUNY MARITIME (STATE FACILITY)|SUNY MARITIME,suny maritime state facility|suny maritime,6 pennyfield ave|pennyfield ave,source_id:40000005|source:accela:40000005|location_id:nyc-loc-40000005|bin:2100430|bbl:2055300050|name:suny maritime state facility|name_zip:suny maritime state facility|10465|name_geo:suny maritime state facility|bronx|name_address_zip:suny maritime state facility|6 pennyfield ave|10465|name_address_zip:suny maritime state facility|pennyfield ave|10465|name:suny maritime|name_zip:suny maritime|10465|name_geo:suny maritime|bronx|name_address_zip:suny maritime|6 pennyfield ave|10465|name_address_zip:suny maritime|pennyfield ave|10465|address_zip:6 pennyfield ave|10465|address_geo:6 pennyfield ave|bronx|address_zip:pennyfield ave|10465|address_geo:pennyfield ave|bronx
nyc-facility-40000014,nyc-loc-40000014,nyc-pool-inspection-tableau,40000014,Indoor,BROOKLYN CHILDREN PSYCH. CENTER (STATE FACILITY),BROOKLYN CHILDREN PSYCH. CENTER,brooklyn children psych center state facility,,1819 BERGEN STREET,1819 bergen st,New York,NY,11233,BK,Brooklyn,brooklyn,Ocean Hill,BK79,316,41,30300,3014450004,3038839,40.674535,-73.921262,tableau-hyper:Lat/Long,high,indoor,BROOKLYN CHILDREN PSYCH. CENTER (STATE FACILITY),Public - NYS,NYS,,1,2019-12-11,Routine Inspection,3,0,2,1,BROOKLYN CHILDREN PSYCH. CENTER (STATE FACILITY)|BROOKLYN CHILDREN PSYCH. CENTER,brooklyn children psych center state facility|brooklyn children psych center,1819 bergen st|bergen st,source_id:40000014|source:accela:40000014|location_id:nyc-loc-40000014|bin:3038839|bbl:3014450004|name:brooklyn children psych center state facility|name_zip:brooklyn children psych center state facility|11233|name_geo:brooklyn children psych center state facility|brooklyn|name_address_zip:brooklyn children psych center state facility|1819 bergen st|11233|name_address_zip:brooklyn children psych center state facility|bergen st|11233|name:brooklyn children psych center|name_zip:brooklyn children psych center|11233|name_geo:brooklyn children psych center|brooklyn|name_address_zip:brooklyn children psych center|1819 bergen st|11233|name_address_zip:brooklyn children psych center|bergen st|11233|address_zip:1819 bergen st|11233|address_geo:1819 bergen st|brooklyn|address_zip:bergen st|11233|address_geo:bergen st|brooklyn
nyc-facility-40000035,nyc-loc-40000035,nyc-pool-inspection-tableau,40000035,Indoor,FIORELLA H. LAGUARDIA COMMUNITY COLLEGE,FIORELLA H. LAGUARDIA COMMUNITY COLLEGE,fiorella h laguardia community college,,31-10 THOMPSON AVENUE,3110 thompson ave,New York,NY,11101,QU,Queens,queens,Hunters Point-Sunnyside-West Maspeth,QN31,402,26,17900,4002780001,4003534,40.744895,-73.935022,tableau-hyper:Lat/Long,high,indoor,FIORELLA H. LAGUARDIA COMMUNITY COLLEGE,University - Public/Private,CUNY,,1,2019-05-31,Routine Inspection,2,0,1,1,FIORELLA H. LAGUARDIA COMMUNITY COLLEGE,fiorella h laguardia community college,3110 thompson ave|thompson ave,source_id:40000035|source:accela:40000035|location_id:nyc-loc-40000035|bin:4003534|bbl:4002780001|name:fiorella h laguardia community college|name_zip:fiorella h laguardia community college|11101|name_geo:fiorella h laguardia community college|queens|name_address_zip:fiorella h laguardia community college|3110 thompson ave|11101|name_address_zip:fiorella h laguardia community college|thompson ave|11101|address_zip:3110 thompson ave|11101|address_geo:3110 thompson ave|queens|address_zip:thompson ave|11101|address_geo:thompson ave|queens
nyc-facility-40000058,nyc-loc-40000058,nyc-pool-inspection-tableau,40000058,Indoor,SUNY DOWNSTATE STUDENT CTR,SUNY DOWNSTATE STUDENT CTR,suny downstate student ctr,,394 LENOX ROAD,394 lenox rd,New York,NY,11203,BK,Brooklyn,brooklyn,Erasmus,BK95,317,40,81800,3048540007,3327730,40.654375,-73.946333,tableau-hyper:Lat/Long,high,indoor,SUNY DOWNSTATE STUDENT CTR,University - Public/Private,SUNY,,1,2019-11-19,Routine Inspection,3,1,1,1,SUNY DOWNSTATE STUDENT CTR,suny downstate student ctr,394 lenox rd|lenox rd,source_id:40000058|source:accela:40000058|location_id:nyc-loc-40000058|bin:3327730|bbl:3048540007|name:suny downstate student ctr|name_zip:suny downstate student ctr|11203|name_geo:suny downstate student ctr|brooklyn|name_address_zip:suny downstate student ctr|394 lenox rd|11203|name_address_zip:suny downstate student ctr|lenox rd|11203|address_zip:394 lenox rd|11203|address_geo:394 lenox rd|brooklyn|address_zip:lenox rd|11203|address_geo:lenox rd|brooklyn
nyc-facility-40000098,nyc-loc-40000098,nyc-pool-inspection-tableau,40000098,Indoor,S.I. DEVELOPMENTAL DISABILITIES SERVICES OFFICE,S.I. DEVELOPMENTAL DISABILITIES SERVICES OFFICE,s i developmental disabilities services office,,930 WILLOWBROOK ROAD,930 willowbrook rd,New York,NY,10314,SI,Staten Island,staten-island,New Springville-Bloomfield-Travis,SI05,502,50,27301,5020400400,5107306,40.60331,-74.141798,tableau-hyper:Lat/Long,high,indoor,S.I. DEVELOPMENTAL DISABILITIES SERVICES OFFICE,Public - NYS,NYS,,1,2019-12-16,Routine Inspection,4,0,1,3,S.I. DEVELOPMENTAL DISABILITIES SERVICES OFFICE,s i developmental disabilities services office,930 willowbrook rd|willowbrook rd,source_id:40000098|source:accela:40000098|location_id:nyc-loc-40000098|bin:5107306|bbl:5020400400|name:s i developmental disabilities services office|name_zip:s i developmental disabilities services office|10314|name_geo:s i developmental disabilities services office|staten-island|name_address_zip:s i developmental disabilities services office|930 willowbrook rd|10314|name_address_zip:s i developmental disabilities services office|willowbrook rd|10314|address_zip:930 willowbrook rd|10314|address_geo:930 willowbrook rd|staten-island|address_zip:willowbrook rd|10314|address_geo:willowbrook rd|staten-island
nyc-facility-40400002,nyc-loc-40400002,nyc-pool-inspection-tableau,40400002,Outdoor,RIVERBANK STATE PARK AQUATICS FACILITY,RIVERBANK STATE PARK AQUATICS FACILITY,riverbank state park aquatics facility,,679 RIVERSIDE DRIVE,679 riverside dr,New York,NY,10031,MA,Manhattan,manhattan,Hamilton Heights,MN04,109,7,23300,1021010117,1090431,40.827111,-73.95196,tableau-hyper:Lat/Long,high,outdoor,RIVERBANK STATE PARK AQUATICS FACILITY,Public - NYS Parks,NYS Parks,,1,2019-07-30,Routine Inspection,2,0,0,2,RIVERBANK STATE PARK AQUATICS FACILITY,riverbank state park aquatics facility,679 riverside dr|riverside dr,source_id:40400002|source:accela:40400002|location_id:nyc-loc-40400002|bin:1090431|bbl:1021010117|name:riverbank state park aquatics facility|name_zip:riverbank state park aquatics facility|10031|name_geo:riverbank state park aquatics facility|manhattan|name_address_zip:riverbank state park aquatics facility|679 riverside dr|10031|name_address_zip:riverbank state park aquatics facility|riverside dr|10031|address_zip:679 riverside dr|10031|address_geo:679 riverside dr|manhattan|address_zip:riverside dr|10031|address_geo:riverside dr|manhattan
nyc-facility-40425393,nyc-loc-40425393,nyc-pool-inspection-tableau,40425393,Indoor,COLONY CLUB,COLONY CLUB,colony club,,564 PARK AVENUE,564 park ave,New York,NY,10021,MA,Manhattan,manhattan,Upper East Side-Carnegie Hill,MN40,108,4,11401,1013770033,1040899,40.765044,-73.968254,tableau-hyper:Lat/Long,high,indoor,COLONY CLUB,Private Club,Private Club,,1,2019-01-03,Routine Inspection,0,0,0,0,COLONY CLUB,colony club,564 park ave|park ave,source_id:40425393|source:accela:40425393|location_id:nyc-loc-40425393|bin:1040899|bbl:1013770033|name:colony club|name_zip:colony club|10021|name_geo:colony club|manhattan|name_address_zip:colony club|564 park ave|10021|name_address_zip:colony club|park ave|10021|address_zip:564 park ave|10021|address_geo:564 park ave|manhattan|address_zip:park ave|10021|address_geo:park ave|manhattan
nyc-facility-40425398,nyc-loc-40425398,nyc-pool-inspection-tableau,40425398,Indoor,M. HEBREW ASSN. Y.,M. HEBREW ASSN. Y.,m hebrew assn y,,4910 14 AVENUE,4910 14 ave,New York,NY,11219,BK,Brooklyn,brooklyn,,BK88,312,44,23600,3056420033,3416888,40.633578,-73.990052,tableau-hyper:Lat/Long,high,indoor,M. HEBREW ASSN. Y.,Nonprofit,Nonprofit,,1,2022-12-27,Routine Inspection,3,0,0,3,M. HEBREW ASSN. Y.,m hebrew assn y,4910 14 ave|14 ave,source_id:40425398|source:accela:40425398|location_id:nyc-loc-40425398|bin:3416888|bbl:3056420033|name:m hebrew assn y|name_zip:m hebrew assn y|11219|name_geo:m hebrew assn y|brooklyn|name_address_zip:m hebrew assn y|4910 14 ave|11219|name_address_zip:m hebrew assn y|14 ave|11219|address_zip:4910 14 ave|11219|address_geo:4910 14 ave|brooklyn|address_zip:14 ave|11219|address_geo:14 ave|brooklyn
nyc-facility-40425399,nyc-loc-40425399,nyc-pool-inspection-tableau,40425399,Indoor,THE UNIVERSITY CLUB,THE UNIVERSITY CLUB,the university club,,1 WEST 54 STREET,1 w 54 st,New York,NY,10019,MA,Manhattan,manhattan,Midtown-Midtown South,MN17,105,4,10400,1012700034,1034800,40.761245,-73.975854,tableau-hyper:Lat/Long,high,indoor,THE UNIVERSITY CLUB,Private Club,Private Club,,1,2019-12-17,Routine Inspection,1,1,0,0,THE UNIVERSITY CLUB,the university club,1 w 54 st|w 54 st,source_id:40425399|source:accela:40425399|location_id:nyc-loc-40425399|bin:1034800|bbl:1012700034|name:the university club|name_zip:the university club|10019|name_geo:the university club|manhattan|name_address_zip:the university club|1 w 54 st|10019|name_address_zip:the university club|w 54 st|10019|address_zip:1 w 54 st|10019|address_geo:1 w 54 st|manhattan|address_zip:w 54 st|10019|address_geo:w 54 st|manhattan
nyc-facility-40425400,nyc-loc-40425400,nyc-pool-inspection-tableau,40425400,Indoor,NEW YORK ATHLETIC CLUB INC,NEW YORK ATHLETIC CLUB INC,new york athletic club inc,,180 CENTRAL PARK SOUTH,180 central park s,New York,NY,10019,MA,Manhattan,manhattan,Midtown-Midtown South,MN17,105,4,13700,1010110001,1023750,40.766718,-73.978737,tableau-hyper:Lat/Long,high,indoor,NEW YORK ATHLETIC CLUB INC,Private Club,Private Club,,1,2019-09-25,Routine Inspection,0,0,0,0,NEW YORK ATHLETIC CLUB INC,new york athletic club inc,180 central park s|central park s,source_id:40425400|source:accela:40425400|location_id:nyc-loc-40425400|bin:1023750|bbl:1010110001|name:new york athletic club inc|name_zip:new york athletic club inc|10019|name_geo:new york athletic club inc|manhattan|name_address_zip:new york athletic club inc|180 central park s|10019|name_address_zip:new york athletic club inc|central park s|10019|address_zip:180 central park s|10019|address_geo:180 central park s|manhattan|address_zip:central park s|10019|address_geo:central park s|manhattan
nyc-facility-40425404,nyc-loc-40425404,nyc-pool-inspection-tableau,40425404,Indoor,YOUNG MEN & YOUNG WOMEN HEBREW ASSOC,YOUNG MEN & YOUNG WOMEN HEBREW ASSOC,young men and young women hebrew assoc,,1395 LEXINGTON AVENUE,1395 lexington ave,New York,NY,10028,MA,Manhattan,manhattan,Upper East Side-Carnegie Hill,MN40,108,5,15801,1015200050,1048310,40.783031,-73.952989,tableau-hyper:Lat/Long,high,indoor,YOUNG MEN & YOUNG WOMEN HEBREW ASSOC,Nonprofit,Nonprofit,,1,2019-01-14,Routine Inspection,1,0,1,0,YOUNG MEN & YOUNG WOMEN HEBREW ASSOC,young men and young women hebrew assoc,1395 lexington ave|lexington ave,source_id:40425404|source:accela:40425404|location_id:nyc-loc-40425404|bin:1048310|bbl:1015200050|name:young men and young women hebrew assoc|name_zip:young men and young women hebrew assoc|10028|name_geo:young men and young women hebrew assoc|manhattan|name_address_zip:young men and young women hebrew assoc|1395 lexington ave|10028|name_address_zip:young men and young women hebrew assoc|lexington ave|10028|address_zip:1395 lexington ave|10028|address_geo:1395 lexington ave|manhattan|address_zip:lexington ave|10028|address_geo:lexington ave|manhattan
nyc-facility-40425406,nyc-loc-40425406,nyc-pool-inspection-tableau,40425406,Indoor,JEWISH COM.  HOUSE-BENSONHURST INC.,JEWISH COM.  HOUSE-BENSONHURST INC.,jewish com house bensonhurst inc,Jewish Community Center,7802 BAY PARKWAY,7802 bay pkwy,New York,NY,11214,BK,Brooklyn,brooklyn,,BK28,311,43,27000,3062640030,3162352,40.606369,-73.989235,tableau-hyper:Lat/Long,high,indoor,JEWISH COMMUNITY HOUSE INC,Nonprofit,Nonprofit,Jewish Community Center,1,2022-11-20,Routine Inspection,1,0,0,1,JEWISH COM.  HOUSE-BENSONHURST INC.,jewish com house bensonhurst inc,7802 bay pkwy|bay pkwy,source_id:40425406|source:accela:40425406|location_id:nyc-loc-40425406|bin:3162352|bbl:3062640030|name:jewish com house bensonhurst inc|name_zip:jewish com house bensonhurst inc|11214|name_geo:jewish com house bensonhurst inc|brooklyn|name_address_zip:jewish com house bensonhurst inc|7802 bay pkwy|11214|name_address_zip:jewish com house bensonhurst inc|bay pkwy|11214|address_zip:7802 bay pkwy|11214|address_geo:7802 bay pkwy|brooklyn|address_zip:bay pkwy|11214|address_geo:bay pkwy|brooklyn
nyc-facility-40425407,nyc-loc-40425407,nyc-pool-inspection-tableau,40425407,Indoor,1 BEEKMAN PLACE INC,1 BEEKMAN PLACE INC,1 beekman place inc,,1 BEEKMAN PLACE,1 beekman pl,New York,NY,10022,MA,Manhattan,manhattan,,MN19,106,4,8603,1013610021,1040079,40.752872,-73.96513,tableau-hyper:Lat/Long,high,indoor,1 BEEKMAN PLACE INC,Private Res.,Private Res.,,1,2022-11-20,Routine Inspection,0,,,,1 BEEKMAN PLACE INC,1 beekman place inc,1 beekman pl|beekman pl,source_id:40425407|source:accela:40425407|location_id:nyc-loc-40425407|bin:1040079|bbl:1013610021|name:1 beekman place inc|name_zip:1 beekman place inc|10022|name_geo:1 beekman place inc|manhattan|name_address_zip:1 beekman place inc|1 beekman pl|10022|name_address_zip:1 beekman place inc|beekman pl|10022|address_zip:1 beekman pl|10022|address_geo:1 beekman pl|manhattan|address_zip:beekman pl|10022|address_geo:beekman pl|manhattan
nyc-facility-40425408,nyc-loc-40425408,nyc-pool-inspection-tableau,40425408,Indoor,EAST MIDWOOD JEWISH CENTER INC,EAST MIDWOOD JEWISH CENTER INC,east midwood jewish center inc,Jewish Community Center,1625 OCEAN AVENUE,1625 ocean ave,New York,NY,11236,BK,Brooklyn,brooklyn,Midwood,BK43,314,45,76000,3076200025,3208316,40.622334,-73.955743,tableau-hyper:Lat/Long,high,indoor,EAST MIDWOOD JEWISH CENTER INC,Nonprofit,Nonprofit,Jewish Community Center,1,2019-06-19,Routine Inspection,1,1,0,0,EAST MIDWOOD JEWISH CENTER INC,east midwood jewish center inc,1625 ocean ave|ocean ave,source_id:40425408|source:accela:40425408|location_id:nyc-loc-40425408|bin:3208316|bbl:3076200025|name:east midwood jewish center inc|name_zip:east midwood jewish center inc|11236|name_geo:east midwood jewish center inc|brooklyn|name_address_zip:east midwood jewish center inc|1625 ocean ave|11236|name_address_zip:east midwood jewish center inc|ocean ave|11236|address_zip:1625 ocean ave|11236|address_geo:1625 ocean ave|brooklyn|address_zip:ocean ave|11236|address_geo:ocean ave|brooklyn
nyc-facility-40425409,nyc-loc-40425409,nyc-pool-inspection-tableau,40425409,Indoor,Y.M.C.A. OF N.Y.,Y.M.C.A. OF N.Y.,y m c a of n y,YMCA,5 WEST   63 STREET,5 w 63 st,New York,NY,10023,MA,Manhattan,manhattan,,MN14,107,6,14900,1011160024,1027468,40.770689,-73.980465,tableau-hyper:Lat/Long,high,indoor,YMCA OF GREATER NEW YORK,Nonprofit,Nonprofit,YMCA,1,2022-03-03,Routine Inspection,0,,,,Y.M.C.A. OF N.Y.,y m c a of n y,5 w 63 st|w 63 st,source_id:40425409|source:accela:40425409|location_id:nyc-loc-40425409|bin:1027468|bbl:1011160024|name:y m c a of n y|name_zip:y m c a of n y|10023|name_geo:y m c a of n y|manhattan|name_address_zip:y m c a of n y|5 w 63 st|10023|name_address_zip:y m c a of n y|w 63 st|10023|address_zip:5 w 63 st|10023|address_geo:5 w 63 st|manhattan|address_zip:w 63 st|10023|address_geo:w 63 st|manhattan
nyc-facility-40425411,nyc-loc-40425411,nyc-pool-inspection-tableau,40425411,Indoor,RACQUET & TENNIS CLUB,RACQUET & TENNIS CLUB,racquet and tennis club,,370 PARK AVENUE,370 park ave,New York,NY,10022,MA,Manhattan,manhattan,Midtown-Midtown South,MN17,105,4,10200,1012880033,1035713,40.758798,-73.972812,tableau-hyper:Lat/Long,high,indoor,RACQUET & TENNIS CLUB,Private Club,Private Club,,1,2019-05-09,Routine Inspection,0,0,0,0,RACQUET & TENNIS CLUB,racquet and tennis club,370 park ave|park ave,source_id:40425411|source:accela:40425411|location_id:nyc-loc-40425411|bin:1035713|bbl:1012880033|name:racquet and tennis club|name_zip:racquet and tennis club|10022|name_geo:racquet and tennis club|manhattan|name_address_zip:racquet and tennis club|370 park ave|10022|name_address_zip:racquet and tennis club|park ave|10022|address_zip:370 park ave|10022|address_geo:370 park ave|manhattan|address_zip:park ave|10022|address_geo:park ave|manhattan
nyc-facility-40425415,nyc-loc-40425415,nyc-pool-inspection-tableau,40425415,Indoor,VARIETY BOYS & GIRLS CLUB OF QUEENS INC,VARIETY BOYS & GIRLS CLUB OF QUEENS INC,variety boys and girls club of queens inc,Boys & Girls Club,21-12 30 ROAD,2112 30 rd,New York,NY,11102,QU,Queens,queens,Old Astoria,QN71,401,22,7900,4005500007,4006319,40.768948,-73.928269,tableau-hyper:Lat/Long,high,indoor,VARIETY BOYS & GIRLS CLUB OF QUEENS INC,Nonprofit,Nonprofit,Boys & Girls Club,1,2019-12-06,Routine Inspection,1,0,0,1,VARIETY BOYS & GIRLS CLUB OF QUEENS INC,variety boys and girls club of queens inc,2112 30 rd|30 rd,source_id:40425415|source:accela:40425415|location_id:nyc-loc-40425415|bin:4006319|bbl:4005500007|name:variety boys and girls club of queens inc|name_zip:variety boys and girls club of queens inc|11102|name_geo:variety boys and girls club of queens inc|queens|name_address_zip:variety boys and girls club of queens inc|2112 30 rd|11102|name_address_zip:variety boys and girls club of queens inc|30 rd|11102|address_zip:2112 30 rd|11102|address_geo:2112 30 rd|queens|address_zip:30 rd|11102|address_geo:30 rd|queens
nyc-facility-40425416,nyc-loc-40425416,nyc-pool-inspection-tableau,40425416,Indoor,HILLCREST JEWISH CENTER INC,HILLCREST JEWISH CENTER INC,hillcrest jewish center inc,Jewish Community Center,183-02 UNION TURNPIKE,18302 union turnpike,New York,NY,11366,QU,Queens,queens,Jamaica Estates-Holliswood,QN06,408,24,127700,4072480015,4155927,40.727775,-73.785499,tableau-hyper:Lat/Long,high,indoor,HILLCREST JEWISH CENTER INC,Nonprofit,Nonprofit,Jewish Community Center,1,2019-02-05,Routine Inspection,2,0,0,2,HILLCREST JEWISH CENTER INC,hillcrest jewish center inc,18302 union turnpike|union turnpike,source_id:40425416|source:accela:40425416|location_id:nyc-loc-40425416|bin:4155927|bbl:4072480015|name:hillcrest jewish center inc|name_zip:hillcrest jewish center inc|11366|name_geo:hillcrest jewish center inc|queens|name_address_zip:hillcrest jewish center inc|18302 union turnpike|11366|name_address_zip:hillcrest jewish center inc|union turnpike|11366|address_zip:18302 union turnpike|11366|address_geo:18302 union turnpike|queens|address_zip:union turnpike|11366|address_geo:union turnpike|queens
nyc-facility-40425419,nyc-loc-40425419,nyc-pool-inspection-tableau,40425419,Indoor,CONGREGATION BETH ELOHIM,CONGREGATION BETH ELOHIM,congregation beth elohim,,274 GARFIELD PLACE,274 garfield pl,New York,NY,11215,BK,Brooklyn,brooklyn,Park Slope-Gowanus,BK37,306,39,16500,3010750005,3025118,40.670897,-73.974157,tableau-hyper:Lat/Long,high,indoor,CONGREGATION BETH ELOHIM,Parochial/Private,Parochial - Jewish,,1,2019-10-30,Routine Inspection,1,0,1,0,CONGREGATION BETH ELOHIM,congregation beth elohim,274 garfield pl|garfield pl,source_id:40425419|source:accela:40425419|location_id:nyc-loc-40425419|bin:3025118|bbl:3010750005|name:congregation beth elohim|name_zip:congregation beth elohim|11215|name_geo:congregation beth elohim|brooklyn|name_address_zip:congregation beth elohim|274 garfield pl|11215|name_address_zip:congregation beth elohim|garfield pl|11215|address_zip:274 garfield pl|11215|address_geo:274 garfield pl|brooklyn|address_zip:garfield pl|11215|address_geo:garfield pl|brooklyn
nyc-facility-40425420,nyc-loc-40425420,nyc-pool-inspection-tableau,40425420,Indoor,THE RIVER CLUB OF NEW YORK INC,THE RIVER CLUB OF NEW YORK INC,the river club of new york inc,,447 EAST 52 STREET,447 e 52 st,New York,NY,10022,MA,Manhattan,manhattan,Turtle Bay-East Midtown,MN19,106,4,8603,1013640022,1040155,40.754682,-73.964184,tableau-hyper:Lat/Long,high,indoor,THE RIVER CLUB OF NEW YORK INC,Private Club,Private Club,,1,2019-04-04,Routine Inspection,6,1,3,2,THE RIVER CLUB OF NEW YORK INC,the river club of new york inc,447 e 52 st|e 52 st,source_id:40425420|source:accela:40425420|location_id:nyc-loc-40425420|bin:1040155|bbl:1013640022|name:the river club of new york inc|name_zip:the river club of new york inc|10022|name_geo:the river club of new york inc|manhattan|name_address_zip:the river club of new york inc|447 e 52 st|10022|name_address_zip:the river club of new york inc|e 52 st|10022|address_zip:447 e 52 st|10022|address_geo:447 e 52 st|manhattan|address_zip:e 52 st|10022|address_geo:e 52 st|manhattan
nyc-facility-40425430,nyc-loc-40425430,nyc-pool-inspection-tableau,40425430,Indoor,CROSS ISLAND YMCA,CROSS ISLAND YMCA,cross island ymca,YMCA,238-10 HILLSIDE AVENUE,23810 hillside ave,New York,NY,11426,QU,Queens,queens,Bellerose,QN43,413,23,156700,4079550300,4438355,40.733372,-73.726677,tableau-hyper:Lat/Long,high,indoor,YMCA OF GREATER NEW YORK,Nonprofit,Nonprofit,YMCA,1,2019-09-20,Routine Inspection,3,1,0,2,CROSS ISLAND YMCA,cross island ymca,23810 hillside ave|hillside ave,source_id:40425430|source:accela:40425430|location_id:nyc-loc-40425430|bin:4438355|bbl:4079550300|name:cross island ymca|name_zip:cross island ymca|11426|name_geo:cross island ymca|queens|name_address_zip:cross island ymca|23810 hillside ave|11426|name_address_zip:cross island ymca|hillside ave|11426|address_zip:23810 hillside ave|11426|address_geo:23810 hillside ave|queens|address_zip:hillside ave|11426|address_geo:hillside ave|queens
nyc-facility-40425434,nyc-loc-40425434,nyc-pool-inspection-tableau,40425434,Indoor,N.Y. INSTITUTE FOR SPECIAL ED,N.Y. INSTITUTE FOR SPECIAL ED,n y institute for special ed,,999 PELHAM PARKWAY NORTH,999 pelham pkwy n,New York,NY,10469,BX,Bronx,bronx,Bronxdale,BX07,211,13,32400,2043550001,2050178,40.858051,-73.859309,tableau-hyper:Lat/Long,high,indoor,N.Y. INSTITUTE FOR SPECIAL ED,Public - NYS,NYS,,1,2019-01-29,Routine Inspection,1,0,0,1,N.Y. INSTITUTE FOR SPECIAL ED,n y institute for special ed,999 pelham pkwy n|pelham pkwy n,source_id:40425434|source:accela:40425434|location_id:nyc-loc-40425434|bin:2050178|bbl:2043550001|name:n y institute for special ed|name_zip:n y institute for special ed|10469|name_geo:n y institute for special ed|bronx|name_address_zip:n y institute for special ed|999 pelham pkwy n|10469|name_address_zip:n y institute for special ed|pelham pkwy n|10469|address_zip:999 pelham pkwy n|10469|address_geo:999 pelham pkwy n|bronx|address_zip:pelham pkwy n|10469|address_geo:pelham pkwy n|bronx
nyc-facility-40425435,nyc-loc-40425435,nyc-pool-inspection-tableau,40425435,Indoor,CENTER OF CONSE ISRAEL,CENTER OF CONSE ISRAEL,center of conse israel,,167-11 73 AVENUE,16711 73 ave,New York,NY,11366,QU,Queens,queens,,QN38,408,24,124100,4069550001,4150368,40.728158,-73.801998,tableau-hyper:Lat/Long,high,indoor,CENTER OF CONSE ISRAEL,Nonprofit,Nonprofit,,1,2022-01-12,Routine Inspection,0,,,,CENTER OF CONSE ISRAEL,center of conse israel,16711 73 ave|73 ave,source_id:40425435|source:accela:40425435|location_id:nyc-loc-40425435|bin:4150368|bbl:4069550001|name:center of conse israel|name_zip:center of conse israel|11366|name_geo:center of conse israel|queens|name_address_zip:center of conse israel|16711 73 ave|11366|name_address_zip:center of conse israel|73 ave|11366|address_zip:16711 73 ave|11366|address_geo:16711 73 ave|queens|address_zip:73 ave|11366|address_geo:73 ave|queens
nyc-facility-40425437,nyc-loc-40425437,nyc-pool-inspection-tableau,40425437,Indoor,CLUB OF THE CIT HARMONIE,CLUB OF THE CIT HARMONIE,club of the cit harmonie,,4 EAST   60 STREET,4 e 60 st,New York,NY,10022,MA,Manhattan,manhattan,,MN40,108,4,11401,1013740065,1040764,40.76472,-73.97216,tableau-hyper:Lat/Long,high,indoor,CLUB OF THE CIT HARMONIE,Private Club,Private Club,,1,2022-02-28,Routine Inspection,0,,,,CLUB OF THE CIT HARMONIE,club of the cit harmonie,4 e 60 st|e 60 st,source_id:40425437|source:accela:40425437|location_id:nyc-loc-40425437|bin:1040764|bbl:1013740065|name:club of the cit harmonie|name_zip:club of the cit harmonie|10022|name_geo:club of the cit harmonie|manhattan|name_address_zip:club of the cit harmonie|4 e 60 st|10022|name_address_zip:club of the cit harmonie|e 60 st|10022|address_zip:4 e 60 st|10022|address_geo:4 e 60 st|manhattan|address_zip:e 60 st|10022|address_geo:e 60 st|manhattan
