canonical_facility_id,location_id,source_system,source_facility_id,source_record_type,official_name,display_name,normalized_name,operator_name,address_street1,address_street1_normalized,city,state,postal_code,borough_code,borough_name,geography_id,neighborhood_name,neighborhood_code,community_board,council_district,census_tract,boro_block_lot,bin,latitude,longitude,coordinate_source,coordinate_confidence,facility_type,facility_grouping,high_level_category,category,organization_name_type,observation_count,latest_inspection_date,latest_inspection_type,latest_violations_all,latest_violations_phh,latest_violations_critical,latest_violations_general,alternate_names,normalized_crosswalk_names,normalized_address_variants,preferred_keys
nyc-facility-41466721,nyc-loc-41466721,nyc-pool-inspection-tableau,41466721,Indoor,BROOKLYN COLLEGE CUNY,BROOKLYN COLLEGE CUNY,brooklyn college cuny,,2900 BEDFORD AVENUE,2900 bedford ave,New York,NY,11210,BK,Brooklyn,brooklyn,Flatbush,BK42,314,45,77200,3075520100,3347326,40.631684,-73.952656,tableau-hyper:Lat/Long,high,indoor,BROOKLYN COLLEGE CUNY,University - Public/Private,CUNY,,1,2019-01-31,Routine Inspection,2,0,0,2,BROOKLYN COLLEGE CUNY,brooklyn college cuny,2900 bedford ave|bedford ave,source_id:41466721|source:accela:41466721|location_id:nyc-loc-41466721|bin:3347326|bbl:3075520100|name:brooklyn college cuny|name_zip:brooklyn college cuny|11210|name_geo:brooklyn college cuny|brooklyn|name_address_zip:brooklyn college cuny|2900 bedford ave|11210|name_address_zip:brooklyn college cuny|bedford ave|11210|address_zip:2900 bedford ave|11210|address_geo:2900 bedford ave|brooklyn|address_zip:bedford ave|11210|address_geo:bedford ave|brooklyn
nyc-facility-41473419,nyc-loc-41473419,nyc-pool-inspection-tableau,41473419,Indoor,BANYA NY LLC,BANYA NY LLC,banya ny llc,,602 CONEY ISLAND AVENUE,602 coney island ave,New York,NY,11218,BK,Brooklyn,brooklyn,Kensington-Ocean Parkway,BK41,312,40,49200,3053610021,3125637,40.64265,-73.969786,tableau-hyper:Lat/Long,high,indoor,BANYA NY LLC,Private Gym/Fitness/Swim,Comm. Gym,,1,2019-03-27,Routine Inspection,3,2,1,0,BANYA NY LLC,banya ny llc,602 coney island ave|coney island ave,source_id:41473419|source:accela:41473419|location_id:nyc-loc-41473419|bin:3125637|bbl:3053610021|name:banya ny llc|name_zip:banya ny llc|11218|name_geo:banya ny llc|brooklyn|name_address_zip:banya ny llc|602 coney island ave|11218|name_address_zip:banya ny llc|coney island ave|11218|address_zip:602 coney island ave|11218|address_geo:602 coney island ave|brooklyn|address_zip:coney island ave|11218|address_geo:coney island ave|brooklyn
nyc-facility-41473425,nyc-loc-41473425,nyc-pool-inspection-tableau,41473425,Indoor,BROOKLYN GOLD LLC,BROOKLYN GOLD LLC,brooklyn gold llc,,235 GOLD STREET,235 gold st,New York,NY,11201,BK,Brooklyn,brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,302,33,1500,3001220013,3396901,40.697315,-73.983122,tableau-hyper:Lat/Long,high,indoor,BROOKLYN GOLD LLC,Private Gym/Fitness/Swim,Comm. Gym,,1,2019-01-09,Complaint Inspection,1,0,0,1,BROOKLYN GOLD LLC,brooklyn gold llc,235 gold st|gold st,source_id:41473425|source:accela:41473425|location_id:nyc-loc-41473425|bin:3396901|bbl:3001220013|name:brooklyn gold llc|name_zip:brooklyn gold llc|11201|name_geo:brooklyn gold llc|brooklyn|name_address_zip:brooklyn gold llc|235 gold st|11201|name_address_zip:brooklyn gold llc|gold st|11201|address_zip:235 gold st|11201|address_geo:235 gold st|brooklyn|address_zip:gold st|11201|address_geo:gold st|brooklyn
nyc-facility-41473442,nyc-loc-41473442,nyc-pool-inspection-tableau,41473442,Indoor,PURE 76TH STREET INC,PURE 76TH STREET INC,pure 76th street inc,,204 WEST 77 STREET,204 w 77 st,New York,NY,10024,MA,Manhattan,manhattan,Upper West Side,MN12,107,6,16300,1011687501,1087660,40.78196,-73.979613,tableau-hyper:Lat/Long,high,indoor,PURE 76TH STREET INC,Private Res.,Private Res.,,1,2019-03-20,Routine Inspection,0,0,0,0,PURE 76TH STREET INC,pure 76th street inc,204 w 77 st|w 77 st,source_id:41473442|source:accela:41473442|location_id:nyc-loc-41473442|bin:1087660|bbl:1011687501|name:pure 76th street inc|name_zip:pure 76th street inc|10024|name_geo:pure 76th street inc|manhattan|name_address_zip:pure 76th street inc|204 w 77 st|10024|name_address_zip:pure 76th street inc|w 77 st|10024|address_zip:204 w 77 st|10024|address_geo:204 w 77 st|manhattan|address_zip:w 77 st|10024|address_geo:w 77 st|manhattan
nyc-facility-41473446,nyc-loc-41473446,nyc-pool-inspection-tableau,41473446,Indoor,TOREN CONDOMINIUM INC,TOREN CONDOMINIUM INC,toren condominium inc,,150 MYRTLE AVENUE,150 myrtle ave,New York,NY,11201,BK,Brooklyn,brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,302,35,1500,3020607501,3394020,40.693598,-73.98308,tableau-hyper:Lat/Long,high,indoor,TOREN CONDOMINIUM INC,Private Res.,Private Res.,,1,2019-05-22,Routine Inspection,1,1,0,0,TOREN CONDOMINIUM INC,toren condominium inc,150 myrtle ave|myrtle ave,source_id:41473446|source:accela:41473446|location_id:nyc-loc-41473446|bin:3394020|bbl:3020607501|name:toren condominium inc|name_zip:toren condominium inc|11201|name_geo:toren condominium inc|brooklyn|name_address_zip:toren condominium inc|150 myrtle ave|11201|name_address_zip:toren condominium inc|myrtle ave|11201|address_zip:150 myrtle ave|11201|address_geo:150 myrtle ave|brooklyn|address_zip:myrtle ave|11201|address_geo:myrtle ave|brooklyn
nyc-facility-41473455,nyc-loc-41473455,nyc-pool-inspection-tableau,41473455,Indoor,BRONXWORKS INC,BRONXWORKS INC,bronxworks inc,,1130 GRAND CONCOURSE,1130 grand concourse,New York,NY,10456,BX,Bronx,bronx,East Concourse-Concourse Village,BX14,204,16,18102,2024620042,2002833,40.832324,-73.919589,tableau-hyper:Lat/Long,high,indoor,BRONXWORKS INC,Nonprofit,Nonprofit,,1,2019-11-18,Routine Inspection,0,0,0,0,BRONXWORKS INC,bronxworks inc,1130 grand concourse|grand concourse,source_id:41473455|source:accela:41473455|location_id:nyc-loc-41473455|bin:2002833|bbl:2024620042|name:bronxworks inc|name_zip:bronxworks inc|10456|name_geo:bronxworks inc|bronx|name_address_zip:bronxworks inc|1130 grand concourse|10456|name_address_zip:bronxworks inc|grand concourse|10456|address_zip:1130 grand concourse|10456|address_geo:1130 grand concourse|bronx|address_zip:grand concourse|10456|address_geo:grand concourse|bronx
nyc-facility-41477222,nyc-loc-41477222,nyc-pool-inspection-tableau,41477222,Indoor,IMAGINE FLAGSHIP LLC,IMAGINE FLAGSHIP LLC,imagine flagship llc,,40 HARRISON STREET,40 harrison st,New York,NY,10013,MA,Manhattan,manhattan,SoHo-TriBeCa-Civic Center-Little Italy,MN24,101,1,3900,1001420025,1083235,40.718859,-74.010844,tableau-hyper:Lat/Long,high,indoor,"IMAGINE SWIMMING, INC.",Private Club,Private Club,,1,2019-05-28,Routine Inspection,1,0,0,1,IMAGINE FLAGSHIP LLC,imagine flagship llc,40 harrison st|harrison st,source_id:41477222|source:accela:41477222|location_id:nyc-loc-41477222|bin:1083235|bbl:1001420025|name:imagine flagship llc|name_zip:imagine flagship llc|10013|name_geo:imagine flagship llc|manhattan|name_address_zip:imagine flagship llc|40 harrison st|10013|name_address_zip:imagine flagship llc|harrison st|10013|address_zip:40 harrison st|10013|address_geo:40 harrison st|manhattan|address_zip:harrison st|10013|address_geo:harrison st|manhattan
nyc-facility-41481293,nyc-loc-41481293,nyc-pool-inspection-tableau,41481293,Outdoor,568 UNION LLC,568 UNION LLC,568 union llc,,568 UNION AVENUE,568 union ave,New York,NY,11211,BK,Brooklyn,brooklyn,North Side-South Side,BK73,301,33,51500,3027310001,3412620,40.717483,-73.952173,tableau-hyper:Lat/Long,high,outdoor,568 UNION LLC,Private Res.,Private Res.,,1,2019-08-19,Routine Inspection,1,1,0,0,568 UNION LLC,568 union llc,568 union ave|union ave,source_id:41481293|source:accela:41481293|location_id:nyc-loc-41481293|bin:3412620|bbl:3027310001|name:568 union llc|name_zip:568 union llc|11211|name_geo:568 union llc|brooklyn|name_address_zip:568 union llc|568 union ave|11211|name_address_zip:568 union llc|union ave|11211|address_zip:568 union ave|11211|address_geo:568 union ave|brooklyn|address_zip:union ave|11211|address_geo:union ave|brooklyn
nyc-facility-41485627,nyc-loc-41485627,nyc-pool-inspection-tableau,41485627,Indoor,WATERSIDE PLAZA LLC,WATERSIDE PLAZA LLC,waterside plaza llc,,30 WATERSIDE PLAZA,30 waterside plaza,New York,NY,10010,MA,Manhattan,manhattan,Murray Hill-Kips Bay,MN20,106,4,6200,1009910060,1083710,40.737647,-73.973867,tableau-hyper:Lat/Long,high,indoor,WATERSIDE PLAZA LLC,Private Res.,Private Res.,,1,2019-05-29,Routine Inspection,1,0,0,1,WATERSIDE PLAZA LLC,waterside plaza llc,30 waterside plaza|waterside plaza,source_id:41485627|source:accela:41485627|location_id:nyc-loc-41485627|bin:1083710|bbl:1009910060|name:waterside plaza llc|name_zip:waterside plaza llc|10010|name_geo:waterside plaza llc|manhattan|name_address_zip:waterside plaza llc|30 waterside plaza|10010|name_address_zip:waterside plaza llc|waterside plaza|10010|address_zip:30 waterside plaza|10010|address_geo:30 waterside plaza|manhattan|address_zip:waterside plaza|10010|address_geo:waterside plaza|manhattan
nyc-facility-41486289,nyc-loc-41486289,nyc-pool-inspection-tableau,41486289,Indoor,NEW YORK HEALTH CLUB INC,NEW YORK HEALTH CLUB INC,new york health club inc,,270 PARK AVENUE SOUTH,270 park ave s,New York,NY,10010,MA,Manhattan,manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,105,2,5600,1008500039,1016252,40.739017,-73.987226,tableau-hyper:Lat/Long,high,indoor,NEW YORK HEALTH CLUB INC,Private Gym/Fitness/Swim,Comm. Gym,,1,2019-11-21,Routine Inspection,0,0,0,0,NEW YORK HEALTH CLUB INC,new york health club inc,270 park ave s|park ave s,source_id:41486289|source:accela:41486289|location_id:nyc-loc-41486289|bin:1016252|bbl:1008500039|name:new york health club inc|name_zip:new york health club inc|10010|name_geo:new york health club inc|manhattan|name_address_zip:new york health club inc|270 park ave s|10010|name_address_zip:new york health club inc|park ave s|10010|address_zip:270 park ave s|10010|address_geo:270 park ave s|manhattan|address_zip:park ave s|10010|address_geo:park ave s|manhattan
nyc-facility-41486305,nyc-loc-41486305,nyc-pool-inspection-tableau,41486305,Indoor,301 EAST 57 STREET GYM LLC,301 EAST 57 STREET GYM LLC,301 east 57 street gym llc,,301 EAST 57 STREET,301 e 57 st,New York,NY,10022,MA,Manhattan,manhattan,Turtle Bay-East Midtown,MN19,106,5,10800,1013500001,1039997,40.759257,-73.96517,tableau-hyper:Lat/Long,high,indoor,301 EAST 57 STREET GYM LLC,Private Gym/Fitness/Swim,Private Gym/Fitness,,1,2019-01-14,Routine Inspection,1,0,1,0,301 EAST 57 STREET GYM LLC,301 east 57 street gym llc,301 e 57 st|e 57 st,source_id:41486305|source:accela:41486305|location_id:nyc-loc-41486305|bin:1039997|bbl:1013500001|name:301 east 57 street gym llc|name_zip:301 east 57 street gym llc|10022|name_geo:301 east 57 street gym llc|manhattan|name_address_zip:301 east 57 street gym llc|301 e 57 st|10022|name_address_zip:301 east 57 street gym llc|e 57 st|10022|address_zip:301 e 57 st|10022|address_geo:301 e 57 st|manhattan|address_zip:e 57 st|10022|address_geo:e 57 st|manhattan
nyc-facility-41486495,nyc-loc-41486495,nyc-pool-inspection-tableau,41486495,Indoor,THE SEVILLE CONDOMINIUM CARE OF SOLSTICE RESIDENTIAL,THE SEVILLE CONDOMINIUM CARE OF SOLSTICE RESIDENTIAL,the seville condominium care of solstice residential,,300 EAST   77 STREET,300 e 77 st,New York,NY,10075,MA,Manhattan,manhattan,,MN31,108,5,13400,1014517501,1045192,40.771865,-73.955665,tableau-hyper:Lat/Long,high,indoor,THE SEVILLE CONDOMINIUM OF SOLSTICE RESIDENTIAL,Private Res.,Private Res.,,1,2023-11-08,Routine Inspection,2,0,1,1,THE SEVILLE CONDOMINIUM CARE OF SOLSTICE RESIDENTIAL,the seville condominium care of solstice residential,300 e 77 st|e 77 st,source_id:41486495|source:accela:41486495|location_id:nyc-loc-41486495|bin:1045192|bbl:1014517501|name:the seville condominium care of solstice residential|name_zip:the seville condominium care of solstice residential|10075|name_geo:the seville condominium care of solstice residential|manhattan|name_address_zip:the seville condominium care of solstice residential|300 e 77 st|10075|name_address_zip:the seville condominium care of solstice residential|e 77 st|10075|address_zip:300 e 77 st|10075|address_geo:300 e 77 st|manhattan|address_zip:e 77 st|10075|address_geo:e 77 st|manhattan
nyc-facility-41486795,nyc-loc-41486795,nyc-pool-inspection-tableau,41486795,Indoor,CS RITZ RESIDENTS LLC,CS RITZ RESIDENTS LLC,cs ritz residents llc,,235 WEST 48 STREET,235 w 48 st,New York,NY,10036,MA,Manhattan,manhattan,Midtown-Midtown South,MN17,105,3,12500,1010200005,1076194,40.760469,-73.985666,tableau-hyper:Lat/Long,high,indoor,CS RITZ RESIDENTS LLC,Private Res.,Private Res.,,1,2019-10-31,Routine Inspection,2,0,0,2,CS RITZ RESIDENTS LLC,cs ritz residents llc,235 w 48 st|w 48 st,source_id:41486795|source:accela:41486795|location_id:nyc-loc-41486795|bin:1076194|bbl:1010200005|name:cs ritz residents llc|name_zip:cs ritz residents llc|10036|name_geo:cs ritz residents llc|manhattan|name_address_zip:cs ritz residents llc|235 w 48 st|10036|name_address_zip:cs ritz residents llc|w 48 st|10036|address_zip:235 w 48 st|10036|address_geo:235 w 48 st|manhattan|address_zip:w 48 st|10036|address_geo:w 48 st|manhattan
nyc-facility-41487846,nyc-loc-41487846,nyc-pool-inspection-tableau,41487846,Indoor,2 GOLD LLC,2 GOLD LLC,2 gold llc,,2 GOLD STREET,2 gold st,New York,NY,10038,MA,Manhattan,manhattan,Battery Park City-Lower Manhattan,MN25,101,1,1502,1000690018,1087146,40.707288,-74.007336,tableau-hyper:Lat/Long,high,indoor,2 GOLD LLC,Private Res.,Private Res.,,1,2019-10-29,Routine Inspection,0,0,0,0,2 GOLD LLC,2 gold llc,2 gold st|gold st,source_id:41487846|source:accela:41487846|location_id:nyc-loc-41487846|bin:1087146|bbl:1000690018|name:2 gold llc|name_zip:2 gold llc|10038|name_geo:2 gold llc|manhattan|name_address_zip:2 gold llc|2 gold st|10038|name_address_zip:2 gold llc|gold st|10038|address_zip:2 gold st|10038|address_geo:2 gold st|manhattan|address_zip:gold st|10038|address_geo:gold st|manhattan
nyc-facility-41487891,nyc-loc-41487891,nyc-pool-inspection-tableau,41487891,Indoor,TOWN SPORTS INTERNATIONAL,TOWN SPORTS INTERNATIONAL,town sports international,Private Res. - Sports Mgmt Co.,1637 3 AVENUE,1637 3 ave,New York,NY,10128,MA,Manhattan,manhattan,Yorkville,MN32,108,5,15400,1015377501,1086172,40.782396,-73.951357,tableau-hyper:Lat/Long,high,indoor,TOWN SPORTS INTERNATIONAL LLC,Private Res.,Private Res.,Private Res. - Sports Mgmt Co.,1,2019-01-23,Routine Inspection,4,1,1,2,TOWN SPORTS INTERNATIONAL,town sports international,1637 3 ave|3 ave,source_id:41487891|source:accela:41487891|location_id:nyc-loc-41487891|bin:1086172|bbl:1015377501|name:town sports international|name_zip:town sports international|10128|name_geo:town sports international|manhattan|name_address_zip:town sports international|1637 3 ave|10128|name_address_zip:town sports international|3 ave|10128|address_zip:1637 3 ave|10128|address_geo:1637 3 ave|manhattan|address_zip:3 ave|10128|address_geo:3 ave|manhattan
nyc-facility-41489423,nyc-loc-41489423,nyc-pool-inspection-tableau,41489423,Indoor,133 WEST 22 STREET CONDOMINIUM,133 WEST 22 STREET CONDOMINIUM,133 west 22 street condominium,,133 WEST 22 STREET,133 w 22 st,New York,NY,10011,MA,Manhattan,manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,104,3,9100,1007987506,1087723,40.742687,-73.994359,tableau-hyper:Lat/Long,high,indoor,133 WEST 22 STREET CONDOMINIUM,Private Res.,Private Res.,,1,2019-03-25,Routine Inspection,0,0,0,0,133 WEST 22 STREET CONDOMINIUM,133 west 22 street condominium,133 w 22 st|w 22 st,source_id:41489423|source:accela:41489423|location_id:nyc-loc-41489423|bin:1087723|bbl:1007987506|name:133 west 22 street condominium|name_zip:133 west 22 street condominium|10011|name_geo:133 west 22 street condominium|manhattan|name_address_zip:133 west 22 street condominium|133 w 22 st|10011|name_address_zip:133 west 22 street condominium|w 22 st|10011|address_zip:133 w 22 st|10011|address_geo:133 w 22 st|manhattan|address_zip:w 22 st|10011|address_geo:w 22 st|manhattan
nyc-facility-41491692,nyc-loc-41491692,nyc-pool-inspection-tableau,41491692,Outdoor,52 EAST 4TH STREET CONDOMINIUM,52 EAST 4TH STREET CONDOMINIUM,52 east 4th street condominium,,52 EAST 4 STREET,52 e 4 st,New York,NY,10003,MA,Manhattan,manhattan,East Village,MN22,103,2,3800,1004597502,1006566,40.726874,-73.991074,tableau-hyper:Lat/Long,high,outdoor,52 EAST 4TH STREET CONDOMINIUM,Private Res.,Private Res.,,1,2021-08-10,Routine Inspection,12,5,4,3,52 EAST 4TH STREET CONDOMINIUM,52 east 4th street condominium,52 e 4 st|e 4 st,source_id:41491692|source:accela:41491692|location_id:nyc-loc-41491692|bin:1006566|bbl:1004597502|name:52 east 4th street condominium|name_zip:52 east 4th street condominium|10003|name_geo:52 east 4th street condominium|manhattan|name_address_zip:52 east 4th street condominium|52 e 4 st|10003|name_address_zip:52 east 4th street condominium|e 4 st|10003|address_zip:52 e 4 st|10003|address_geo:52 e 4 st|manhattan|address_zip:e 4 st|10003|address_geo:e 4 st|manhattan
nyc-facility-41494490,nyc-loc-41494490,nyc-pool-inspection-tableau,41494490,Outdoor,VALERIE ARMS APARTMENT CORP,VALERIE ARMS APARTMENT CORP,valerie arms apartment corp,,54-40 LITTLE NECK PARKWAY,5440 little neck pkwy,New York,NY,11362,QU,Queens,queens,Douglas Manor-Douglaston-Little Neck,QN45,411,19,150702,4082560108,4171524,40.766075,-73.72513,tableau-hyper:Lat/Long,high,outdoor,VALERIE ARMS APARTMENT CORP,Private Res.,Private Res.,,1,2019-07-25,Routine Inspection,0,0,0,0,VALERIE ARMS APARTMENT CORP,valerie arms apartment corp,5440 little neck pkwy|little neck pkwy,source_id:41494490|source:accela:41494490|location_id:nyc-loc-41494490|bin:4171524|bbl:4082560108|name:valerie arms apartment corp|name_zip:valerie arms apartment corp|11362|name_geo:valerie arms apartment corp|queens|name_address_zip:valerie arms apartment corp|5440 little neck pkwy|11362|name_address_zip:valerie arms apartment corp|little neck pkwy|11362|address_zip:5440 little neck pkwy|11362|address_geo:5440 little neck pkwy|queens|address_zip:little neck pkwy|11362|address_geo:little neck pkwy|queens
nyc-facility-41501167,nyc-loc-41501167,nyc-pool-inspection-tableau,41501167,Indoor,PARK SOUTH TOWER ASSOCIATED LLC,PARK SOUTH TOWER ASSOCIATED LLC,park south tower associated llc,,124 WEST 60 STREET,124 w 60 st,New York,NY,10023,MA,Manhattan,manhattan,Lincoln Square,MN14,107,3,14500,1011317502,1028827,40.770224,-73.98523,tableau-hyper:Lat/Long,high,indoor,PARK SOUTH TOWER ASSOCIATED LLC,Private Res.,Private Res.,,1,2019-10-16,Routine Inspection,0,0,0,0,PARK SOUTH TOWER ASSOCIATED LLC,park south tower associated llc,124 w 60 st|w 60 st,source_id:41501167|source:accela:41501167|location_id:nyc-loc-41501167|bin:1028827|bbl:1011317502|name:park south tower associated llc|name_zip:park south tower associated llc|10023|name_geo:park south tower associated llc|manhattan|name_address_zip:park south tower associated llc|124 w 60 st|10023|name_address_zip:park south tower associated llc|w 60 st|10023|address_zip:124 w 60 st|10023|address_geo:124 w 60 st|manhattan|address_zip:w 60 st|10023|address_geo:w 60 st|manhattan
nyc-facility-41505928,nyc-loc-41505928,nyc-pool-inspection-tableau,41505928,Indoor,535 WEST END AVENUE CONDOMINIUM,535 WEST END AVENUE CONDOMINIUM,535 west end avenue condominium,,535 WEST END AVENUE,535 w end ave,New York,NY,10024,MA,Manhattan,manhattan,,MN12,107,6,17100,1012477502,1088301,40.788627,-73.978051,tableau-hyper:Lat/Long,high,indoor,535 WEST END AVENUE CONDOMINIUM,Private Res.,Private Res.,,2,2022-03-16,Routine Inspection,1,0,1,0,535 WEST END AVENUE CONDOMINIUM,535 west end avenue condominium,535 w end ave|w end ave,source_id:41505928|source:accela:41505928|location_id:nyc-loc-41505928|bin:1088301|bbl:1012477502|name:535 west end avenue condominium|name_zip:535 west end avenue condominium|10024|name_geo:535 west end avenue condominium|manhattan|name_address_zip:535 west end avenue condominium|535 w end ave|10024|name_address_zip:535 west end avenue condominium|w end ave|10024|address_zip:535 w end ave|10024|address_geo:535 w end ave|manhattan|address_zip:w end ave|10024|address_geo:w end ave|manhattan
nyc-facility-41505960,nyc-loc-41505960,nyc-pool-inspection-tableau,41505960,Outdoor,M & R MANAGEMENT CO INC,M & R MANAGEMENT CO INC,m and r management co inc,,1230 AVENUE X,1230 ave x,New York,NY,11235,BK,Brooklyn,brooklyn,Homecrest,BK25,315,48,58800,3074130004,3202862,40.591892,-73.957869,tableau-hyper:Lat/Long,high,outdoor,M & R MANAGEMENT CO INC,Private Res.,Private Res.,,1,2019-08-22,Routine Inspection,0,0,0,0,M & R MANAGEMENT CO INC,m and r management co inc,1230 ave x|ave x,source_id:41505960|source:accela:41505960|location_id:nyc-loc-41505960|bin:3202862|bbl:3074130004|name:m and r management co inc|name_zip:m and r management co inc|11235|name_geo:m and r management co inc|brooklyn|name_address_zip:m and r management co inc|1230 ave x|11235|name_address_zip:m and r management co inc|ave x|11235|address_zip:1230 ave x|11235|address_geo:1230 ave x|brooklyn|address_zip:ave x|11235|address_geo:ave x|brooklyn
nyc-facility-41509641,nyc-loc-41509641,nyc-pool-inspection-tableau,41509641,Outdoor,THE TIDES AT CHARLESTON HOME OWNERS ASSOCIATION,THE TIDES AT CHARLESTON HOME OWNERS ASSOCIATION,the tides at charleston home owners association,,15 TIDES LANE,15 tides ln,New York,NY,10309,SI,Staten Island,staten-island,Charleston-Richmond Valley-Tottenville,SI11,503,51,22600,5075960145,5155401,40.529032,-74.239692,tableau-hyper:Lat/Long,high,outdoor,THE TIDES AT CHARLESTON HOME OWNERS ASSOCIATION,Private Res.,Private Res.,,1,2019-07-05,Routine Inspection,0,0,0,0,THE TIDES AT CHARLESTON HOME OWNERS ASSOCIATION,the tides at charleston home owners association,15 tides ln|tides ln,source_id:41509641|source:accela:41509641|location_id:nyc-loc-41509641|bin:5155401|bbl:5075960145|name:the tides at charleston home owners association|name_zip:the tides at charleston home owners association|10309|name_geo:the tides at charleston home owners association|staten-island|name_address_zip:the tides at charleston home owners association|15 tides ln|10309|name_address_zip:the tides at charleston home owners association|tides ln|10309|address_zip:15 tides ln|10309|address_geo:15 tides ln|staten-island|address_zip:tides ln|10309|address_geo:tides ln|staten-island
nyc-facility-41511667,nyc-loc-41511667,nyc-pool-inspection-tableau,41511667,Indoor,RISINGSAM DITMARS LLC,RISINGSAM DITMARS LLC,risingsam ditmars llc,,144-02 135 AVENUE,14402 135 ave,New York,NY,11436,QU,Queens,queens,Baisley Park,QN76,412,28,79200,4120990030,4262620,40.668281,-73.79599,tableau-hyper:Lat/Long,high,indoor,RISINGSAM DITMARS LLC,Private Res.,Private Res.,,1,2019-09-04,Routine Inspection,1,0,0,1,RISINGSAM DITMARS LLC,risingsam ditmars llc,14402 135 ave|135 ave,source_id:41511667|source:accela:41511667|location_id:nyc-loc-41511667|bin:4262620|bbl:4120990030|name:risingsam ditmars llc|name_zip:risingsam ditmars llc|11436|name_geo:risingsam ditmars llc|queens|name_address_zip:risingsam ditmars llc|14402 135 ave|11436|name_address_zip:risingsam ditmars llc|135 ave|11436|address_zip:14402 135 ave|11436|address_geo:14402 135 ave|queens|address_zip:135 ave|11436|address_geo:135 ave|queens
nyc-facility-41523677,nyc-loc-41523677,nyc-pool-inspection-tableau,41523677,Indoor,BAYROCK SAPIR ORGANIZAT,BAYROCK SAPIR ORGANIZAT,bayrock sapir organizat,,246 SPRING STREET,246 spring st,New York,NY,10013,MA,Manhattan,manhattan,,MN24,102,1,3700,1004917503,1088431,40.725616,-74.005253,tableau-hyper:Lat/Long,high,indoor,BAYROCK SAPIR ORGANIZATION LLC.,Private Res.,Private Res.,,1,2022-01-06,Routine Inspection,1,0,1,0,BAYROCK SAPIR ORGANIZAT,bayrock sapir organizat,246 spring st|spring st,source_id:41523677|source:accela:41523677|location_id:nyc-loc-41523677|bin:1088431|bbl:1004917503|name:bayrock sapir organizat|name_zip:bayrock sapir organizat|10013|name_geo:bayrock sapir organizat|manhattan|name_address_zip:bayrock sapir organizat|246 spring st|10013|name_address_zip:bayrock sapir organizat|spring st|10013|address_zip:246 spring st|10013|address_geo:246 spring st|manhattan|address_zip:spring st|10013|address_geo:spring st|manhattan
nyc-facility-41531153,nyc-loc-41531153,nyc-pool-inspection-tableau,41531153,Outdoor,JAMIE TOWERS HOUSING COMPANY,JAMIE TOWERS HOUSING COMPANY,jamie towers housing company,,633 OLMSTEAD AVENUE,633 olmstead ave,New York,NY,10473,BX,Bronx,bronx,Soundview-Castle Hill-Clason Point-Harding Park,BX09,209,18,7400,2035670001,2092669,40.819326,-73.851266,tableau-hyper:Lat/Long,high,outdoor,JAMIE TOWERS HOUSING COMPANY,Private Res.,Private Res.,,1,2019-08-03,Routine Inspection,3,0,1,2,JAMIE TOWERS HOUSING COMPANY,jamie towers housing company,633 olmstead ave|olmstead ave,source_id:41531153|source:accela:41531153|location_id:nyc-loc-41531153|bin:2092669|bbl:2035670001|name:jamie towers housing company|name_zip:jamie towers housing company|10473|name_geo:jamie towers housing company|bronx|name_address_zip:jamie towers housing company|633 olmstead ave|10473|name_address_zip:jamie towers housing company|olmstead ave|10473|address_zip:633 olmstead ave|10473|address_geo:633 olmstead ave|bronx|address_zip:olmstead ave|10473|address_geo:olmstead ave|bronx
nyc-facility-41545915,nyc-loc-41545915,nyc-pool-inspection-tableau,41545915,Indoor,MILL BASIN FITNESS LLC,MILL BASIN FITNESS LLC,mill basin fitness llc,,6161 STRICKLAND AVENUE,6161 strickland ave,New York,NY,11234,BK,Brooklyn,brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,318,46,69800,3084701110,3346315,40.61282,-73.91233,tableau-hyper:Lat/Long,high,indoor,MILL BASIN FITNESS LLC,Private Gym/Fitness/Swim,Comm. Gym,,1,2019-01-31,Routine Inspection,1,0,0,1,MILL BASIN FITNESS LLC,mill basin fitness llc,6161 strickland ave|strickland ave,source_id:41545915|source:accela:41545915|location_id:nyc-loc-41545915|bin:3346315|bbl:3084701110|name:mill basin fitness llc|name_zip:mill basin fitness llc|11234|name_geo:mill basin fitness llc|brooklyn|name_address_zip:mill basin fitness llc|6161 strickland ave|11234|name_address_zip:mill basin fitness llc|strickland ave|11234|address_zip:6161 strickland ave|11234|address_geo:6161 strickland ave|brooklyn|address_zip:strickland ave|11234|address_geo:strickland ave|brooklyn
